Attributes {
	id:kb|g.236059
	source:KBase
	gene_subsystem_hash:HASH(0x5371b978)
	source_id:kb|g.236059
	geneAliasHash:HASH(0x4d6fb008)
	scientific_name:GFM TBepimetabat3256
	domain:Bacteria
	genetic_code:11
	dna_size:1750691
	num_contigs:204
	taxonomy:
	gc_content:
	complete:
	contigset_ref:2603/76/2
}
features (id	type	function	genomeID	delimiter	comment	start	stop	direction	contig	roleList) {
kb|g.236059.CDS.1541	CDS	CTP synthase (EC 6.3.4.2)	kb|g.236059	none		19959	18312	-	TBepi.metabat.3256_1000524	CTP synthase (EC 6.3.4.2)
kb|g.236059.CDS.1542	CDS	DNA repair protein RecN	kb|g.236059	none		21615	20025	-	TBepi.metabat.3256_1000524	DNA repair protein RecN
kb|g.236059.CDS.1543	CDS	NAD kinase (EC 2.7.1.23)	kb|g.236059	none		22440	21618	-	TBepi.metabat.3256_1000524	NAD kinase (EC 2.7.1.23)
kb|g.236059.CDS.1544	CDS	RNA binding methyltransferase FtsJ like	kb|g.236059	none		23325	22503	-	TBepi.metabat.3256_1000524	RNA binding methyltransferase FtsJ like
kb|g.236059.CDS.1545	CDS		kb|g.236059	;	No annotated function	23501	23351	-	TBepi.metabat.3256_1000524	
kb|g.236059.CDS.1546	CDS		kb|g.236059	;	No annotated function	24256	23512	-	TBepi.metabat.3256_1000524	
kb|g.236059.CDS.1547	CDS		kb|g.236059	;	No annotated function	25380	24252	-	TBepi.metabat.3256_1000524	
kb|g.236059.CDS.1548	CDS	Vanillate O-demethylase oxygenase subunit (EC 1.14.13.82)	kb|g.236059	none		25457	26465	+	TBepi.metabat.3256_1000524	Vanillate O-demethylase oxygenase subunit (EC 1.14.13.82)
kb|g.236059.CDS.1549	CDS	Alpha-acetolactate decarboxylase (EC 4.1.1.5)	kb|g.236059	none		27276	26460	-	TBepi.metabat.3256_1000524	Alpha-acetolactate decarboxylase (EC 4.1.1.5)
kb|g.236059.CDS.1550	CDS		kb|g.236059	;	No annotated function	27260	28190	+	TBepi.metabat.3256_1000524	
kb|g.236059.CDS.1551	CDS		kb|g.236059	;	No annotated function	28246	29770	+	TBepi.metabat.3256_1000524	
kb|g.236059.CDS.1552	CDS		kb|g.236059	;	No annotated function	29956	29782	-	TBepi.metabat.3256_1000524	
kb|g.236059.CDS.1553	CDS		kb|g.236059	;	No annotated function	1378	1078	-	TBepi.metabat.3256_1000483	
kb|g.236059.CDS.1554	CDS	Polyphosphate kinase (EC 2.7.4.1)	kb|g.236059	none		1430	3578	+	TBepi.metabat.3256_1000483	Polyphosphate kinase (EC 2.7.4.1)
kb|g.236059.CDS.1555	CDS		kb|g.236059	;	No annotated function	4699	3550	-	TBepi.metabat.3256_1000483	
kb|g.236059.CDS.1556	CDS	Dolichol-phosphate mannosyltransferase (EC 2.4.1.83) in lipid-linked oligosaccharide synthesis cluster	kb|g.236059	none		4776	5490	+	TBepi.metabat.3256_1000483	Dolichol-phosphate mannosyltransferase (EC 2.4.1.83) in lipid-linked oligosaccharide synthesis cluster
kb|g.236059.CDS.1557	CDS		kb|g.236059	;	No annotated function	6765	5466	-	TBepi.metabat.3256_1000483	
kb|g.236059.CDS.1558	CDS		kb|g.236059	;	No annotated function	7475	6761	-	TBepi.metabat.3256_1000483	
kb|g.236059.CDS.1559	CDS	Acyl dehydratase	kb|g.236059	none		7933	7480	-	TBepi.metabat.3256_1000483	Acyl dehydratase
kb|g.236059.CDS.1560	CDS		kb|g.236059	;	No annotated function	8353	8002	-	TBepi.metabat.3256_1000483	
kb|g.236059.CDS.1561	CDS		kb|g.236059	;	No annotated function	8405	9104	+	TBepi.metabat.3256_1000483	
kb|g.236059.CDS.1562	CDS		kb|g.236059	;	No annotated function	9967	9085	-	TBepi.metabat.3256_1000483	
kb|g.236059.CDS.1563	CDS	Endonuclease III (EC 4.2.99.18)	kb|g.236059	none		10018	10696	+	TBepi.metabat.3256_1000483	Endonuclease III (EC 4.2.99.18)
kb|g.236059.CDS.1564	CDS		kb|g.236059	;	No annotated function	10909	10687	-	TBepi.metabat.3256_1000483	
kb|g.236059.CDS.1565	CDS	Histidinol dehydrogenase (EC 1.1.1.23)	kb|g.236059	none		10936	12211	+	TBepi.metabat.3256_1000483	Histidinol dehydrogenase (EC 1.1.1.23)
kb|g.236059.CDS.1566	CDS	Histidinol-phosphate aminotransferase (EC 2.6.1.9)	kb|g.236059	none		12207	13275	+	TBepi.metabat.3256_1000483	Histidinol-phosphate aminotransferase (EC 2.6.1.9)
kb|g.236059.CDS.1567	CDS	Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)	kb|g.236059	none		13271	13868	+	TBepi.metabat.3256_1000483	Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)
kb|g.236059.CDS.1568	CDS	Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-)	kb|g.236059	none		13896	14508	+	TBepi.metabat.3256_1000483	Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-)
kb|g.236059.CDS.1569	CDS	Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16)	kb|g.236059	none		14498	15248	+	TBepi.metabat.3256_1000483	Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16)
kb|g.236059.CDS.1570	CDS	Imidazole glycerol phosphate synthase cyclase subunit (EC 4.1.3.-)	kb|g.236059	none		15229	16000	+	TBepi.metabat.3256_1000483	Imidazole glycerol phosphate synthase cyclase subunit (EC 4.1.3.-)
kb|g.236059.CDS.1571	CDS	Heat shock protein 60 family co-chaperone GroES	kb|g.236059	none		16034	16352	+	TBepi.metabat.3256_1000483	Heat shock protein 60 family co-chaperone GroES
kb|g.236059.CDS.1572	CDS		kb|g.236059	;	No annotated function	16348	16693	+	TBepi.metabat.3256_1000483	
kb|g.236059.CDS.1573	CDS	Anthranilate synthase, aminase component (EC 4.1.3.27)	kb|g.236059	none		16692	18180	+	TBepi.metabat.3256_1000483	Anthranilate synthase, aminase component (EC 4.1.3.27)
kb|g.236059.CDS.1574	CDS		kb|g.236059	;	No annotated function	18176	18983	+	TBepi.metabat.3256_1000483	
kb|g.236059.CDS.1575	CDS	Indole-3-glycerol phosphate synthase (EC 4.1.1.48)	kb|g.236059	none		19047	19851	+	TBepi.metabat.3256_1000483	Indole-3-glycerol phosphate synthase (EC 4.1.1.48)
kb|g.236059.CDS.1576	CDS	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	kb|g.236059	none		19847	20525	+	TBepi.metabat.3256_1000483	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)
kb|g.236059.CDS.1577	CDS	Tryptophan synthase beta chain (EC 4.2.1.20)	kb|g.236059	none		20521	21715	+	TBepi.metabat.3256_1000483	Tryptophan synthase beta chain (EC 4.2.1.20)
kb|g.236059.CDS.1578	CDS	Tryptophan synthase alpha chain (EC 4.2.1.20)	kb|g.236059	none		21711	22500	+	TBepi.metabat.3256_1000483	Tryptophan synthase alpha chain (EC 4.2.1.20)
kb|g.236059.CDS.1579	CDS		kb|g.236059	;	No annotated function	22496	23099	+	TBepi.metabat.3256_1000483	
kb|g.236059.CDS.1580	CDS		kb|g.236059	;	No annotated function	23134	23839	+	TBepi.metabat.3256_1000483	
kb|g.236059.CDS.1581	CDS		kb|g.236059	;	No annotated function	23835	24624	+	TBepi.metabat.3256_1000483	
kb|g.236059.CDS.1582	CDS		kb|g.236059	;	No annotated function	24787	25930	+	TBepi.metabat.3256_1000483	
kb|g.236059.CDS.1583	CDS		kb|g.236059	;	No annotated function	25974	26265	+	TBepi.metabat.3256_1000483	
kb|g.236059.CDS.1584	CDS	response regulator	kb|g.236059	none		26261	26843	+	TBepi.metabat.3256_1000483	response regulator
kb|g.236059.CDS.1585	CDS	DNA polymerase I (EC 2.7.7.7)	kb|g.236059	none		26839	29527	+	TBepi.metabat.3256_1000483	DNA polymerase I (EC 2.7.7.7)
kb|g.236059.CDS.1586	CDS	SSU ribosomal protein S1p	kb|g.236059	none		29649	31041	+	TBepi.metabat.3256_1000483	SSU ribosomal protein S1p
kb|g.236059.CDS.1587	CDS	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	kb|g.236059	none		47	782	+	TBepi.metabat.3256_1000415	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)
kb|g.236059.CDS.1588	CDS	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	kb|g.236059	none		778	1702	+	TBepi.metabat.3256_1000415	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)
kb|g.236059.CDS.1589	CDS	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	kb|g.236059	none		1698	2556	+	TBepi.metabat.3256_1000415	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)
kb|g.236059.CDS.1590	CDS		kb|g.236059	;	No annotated function	3446	2555	-	TBepi.metabat.3256_1000415	
kb|g.236059.CDS.1591	CDS	putative cytochrome P450 hydroxylase	kb|g.236059	none		4735	3451	-	TBepi.metabat.3256_1000415	putative cytochrome P450 hydroxylase
kb|g.236059.CDS.1592	CDS		kb|g.236059	;	No annotated function	5427	4773	-	TBepi.metabat.3256_1000415	
kb|g.236059.CDS.1593	CDS		kb|g.236059	;	No annotated function	5488	5854	+	TBepi.metabat.3256_1000415	
kb|g.236059.CDS.1594	CDS		kb|g.236059	;	No annotated function	5919	7107	+	TBepi.metabat.3256_1000415	
kb|g.236059.CDS.1595	CDS		kb|g.236059	;	No annotated function	7184	8558	+	TBepi.metabat.3256_1000415	
kb|g.236059.CDS.1596	CDS	putative methyltransferase	kb|g.236059	none		8551	9307	+	TBepi.metabat.3256_1000415	putative methyltransferase
kb|g.236059.CDS.1597	CDS	FIG01121145: hypothetical protein	kb|g.236059	none		9303	10404	+	TBepi.metabat.3256_1000415	FIG01121145: hypothetical protein
kb|g.236059.CDS.1598	CDS	putative secreted protein	kb|g.236059	none		11056	10405	-	TBepi.metabat.3256_1000415	putative secreted protein
kb|g.236059.CDS.1599	CDS		kb|g.236059	;	No annotated function	11640	11052	-	TBepi.metabat.3256_1000415	
kb|g.236059.CDS.1600	CDS	Membrane alanine aminopeptidase N (EC 3.4.11.2)	kb|g.236059	none		14180	11645	-	TBepi.metabat.3256_1000415	Membrane alanine aminopeptidase N (EC 3.4.11.2)
kb|g.236059.CDS.1601	CDS	Fructokinase (EC 2.7.1.4)	kb|g.236059	none		14222	15278	+	TBepi.metabat.3256_1000415	Fructokinase (EC 2.7.1.4)
kb|g.236059.CDS.1602	CDS		kb|g.236059	;	No annotated function	15310	15679	+	TBepi.metabat.3256_1000415	
kb|g.236059.CDS.1603	CDS		kb|g.236059	;	No annotated function	15675	15987	+	TBepi.metabat.3256_1000415	
kb|g.236059.CDS.1604	CDS	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	kb|g.236059	none		15983	16841	+	TBepi.metabat.3256_1000415	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)
kb|g.236059.CDS.1605	CDS	rRNA small subunit methyltransferase I	kb|g.236059	none		16948	17872	+	TBepi.metabat.3256_1000415	rRNA small subunit methyltransferase I
kb|g.236059.CDS.1606	CDS	Methionyl-tRNA synthetase (EC 6.1.1.10)	kb|g.236059	none		17882	19415	+	TBepi.metabat.3256_1000415	Methionyl-tRNA synthetase (EC 6.1.1.10)
kb|g.236059.CDS.1607	CDS	Putative deoxyribonuclease YcfH	kb|g.236059	none		19417	20227	+	TBepi.metabat.3256_1000415	Putative deoxyribonuclease YcfH
kb|g.236059.CDS.1608	CDS		kb|g.236059	;	No annotated function	20366	20702	+	TBepi.metabat.3256_1000415	
kb|g.236059.CDS.1609	CDS	SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182)	kb|g.236059	none		20698	21523	+	TBepi.metabat.3256_1000415	SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182)
kb|g.236059.CDS.1610	CDS	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)	kb|g.236059	none		21510	22293	+	TBepi.metabat.3256_1000415	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)
kb|g.236059.CDS.1611	CDS		kb|g.236059	;	No annotated function	22505	22298	-	TBepi.metabat.3256_1000415	
kb|g.236059.CDS.1612	CDS		kb|g.236059	;	No annotated function	22492	22858	+	TBepi.metabat.3256_1000415	
kb|g.236059.CDS.1613	CDS		kb|g.236059	;	No annotated function	23296	22945	-	TBepi.metabat.3256_1000415	
kb|g.236059.CDS.1614	CDS		kb|g.236059	;	No annotated function	24192	23292	-	TBepi.metabat.3256_1000415	
kb|g.236059.CDS.1615	CDS	N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)	kb|g.236059	none		24335	25346	+	TBepi.metabat.3256_1000415	N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23);Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)
kb|g.236059.CDS.1616	CDS	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	kb|g.236059	none		25356	26331	+	TBepi.metabat.3256_1000415	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)
kb|g.236059.CDS.1617	CDS		kb|g.236059	;	No annotated function	26387	27014	+	TBepi.metabat.3256_1000415	
kb|g.236059.CDS.1618	CDS	Peptidyl-tRNA hydrolase (EC 3.1.1.29)	kb|g.236059	none		27026	27638	+	TBepi.metabat.3256_1000415	Peptidyl-tRNA hydrolase (EC 3.1.1.29)
kb|g.236059.CDS.1619	CDS	Transcription-repair coupling factor	kb|g.236059	none		27634	31117	+	TBepi.metabat.3256_1000415	Transcription-repair coupling factor
kb|g.236059.CDS.1620	CDS		kb|g.236059	;	No annotated function	31154	32195	+	TBepi.metabat.3256_1000415	
kb|g.236059.CDS.1621	CDS	Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)	kb|g.236059	none		32191	33562	+	TBepi.metabat.3256_1000415	Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)
kb|g.236059.CDS.1622	CDS		kb|g.236059	;	No annotated function	584	1322	+	TBepi.metabat.3256_1016851	
kb|g.236059.CDS.1623	CDS	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10)	kb|g.236059	none		1318	2869	+	TBepi.metabat.3256_1016851	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10)
kb|g.236059.CDS.1624	CDS		kb|g.236059	;	No annotated function	3509	2858	-	TBepi.metabat.3256_1016851	
kb|g.236059.CDS.1625	CDS		kb|g.236059	;	No annotated function	1437	1644	+	TBepi.metabat.3256_1006023	
kb|g.236059.CDS.1626	CDS	Methylmalonyl-CoA epimerase (EC 5.1.99.1)	kb|g.236059	none		3510	3099	-	TBepi.metabat.3256_1006023	Methylmalonyl-CoA epimerase (EC 5.1.99.1)
kb|g.236059.CDS.1627	CDS	Crotonyl-CoA carboxylase/reductase, ethylmalonyl-CoA producing	kb|g.236059	none		4862	3521	-	TBepi.metabat.3256_1006023	Crotonyl-CoA carboxylase/reductase, ethylmalonyl-CoA producing
kb|g.236059.CDS.1628	CDS	3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)	kb|g.236059	none		4954	6136	+	TBepi.metabat.3256_1006023	3-ketoacyl-CoA thiolase (EC 2.3.1.16);Acetyl-CoA acetyltransferase (EC 2.3.1.9)
kb|g.236059.CDS.1629	CDS		kb|g.236059	;	No annotated function	6714	6195	-	TBepi.metabat.3256_1006023	
kb|g.236059.CDS.1630	CDS	DNA repair protein RadA	kb|g.236059	none		2230	871	-	TBepi.metabat.3256_1001600	DNA repair protein RadA
kb|g.236059.CDS.1631	CDS	ATP-dependent Clp protease, ATP-binding subunit ClpC / Negative regulator of genetic competence clcC/mecB	kb|g.236059	none		4832	2309	-	TBepi.metabat.3256_1001600	ATP-dependent Clp protease, ATP-binding subunit ClpC;Negative regulator of genetic competence clcC/mecB
kb|g.236059.CDS.1632	CDS		kb|g.236059	;	No annotated function	4956	5937	+	TBepi.metabat.3256_1001600	
kb|g.236059.CDS.1633	CDS		kb|g.236059	;	No annotated function	6149	6026	-	TBepi.metabat.3256_1001600	
kb|g.236059.CDS.1634	CDS		kb|g.236059	;	No annotated function	6245	9503	+	TBepi.metabat.3256_1001600	
kb|g.236059.CDS.1635	CDS	Beta-glucosidase (EC 3.2.1.21)	kb|g.236059	none		9651	11091	+	TBepi.metabat.3256_1001600	Beta-glucosidase (EC 3.2.1.21)
kb|g.236059.CDS.1636	CDS	Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1)	kb|g.236059	none		12146	11108	-	TBepi.metabat.3256_1001600	Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1)
kb|g.236059.CDS.1637	CDS	Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)	kb|g.236059	none		13189	12142	-	TBepi.metabat.3256_1001600	Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)
kb|g.236059.CDS.1638	CDS		kb|g.236059	;	No annotated function	14130	13185	-	TBepi.metabat.3256_1001600	
kb|g.236059.CDS.1639	CDS	Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)	kb|g.236059	none		15110	14129	-	TBepi.metabat.3256_1001600	Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)
kb|g.236059.CDS.1640	CDS		kb|g.236059	;	No annotated function	16244	15140	-	TBepi.metabat.3256_1001600	
kb|g.236059.CDS.1641	CDS		kb|g.236059	;	No annotated function	808	505	-	TBepi.metabat.3256_1013707	
kb|g.236059.CDS.1642	CDS		kb|g.236059	;	No annotated function	1260	1116	-	TBepi.metabat.3256_1013707	
kb|g.236059.CDS.1643	CDS	HtrA protease/chaperone protein	kb|g.236059	none		1259	2699	+	TBepi.metabat.3256_1013707	HtrA protease/chaperone protein
kb|g.236059.CDS.1644	CDS		kb|g.236059	;	No annotated function	3186	2694	-	TBepi.metabat.3256_1013707	
kb|g.236059.CDS.1645	CDS		kb|g.236059	;	No annotated function	3889	3190	-	TBepi.metabat.3256_1013707	
kb|g.236059.CDS.1646	CDS	Membrane-associated zinc metalloprotease	kb|g.236059	none		1774	448	-	TBepi.metabat.3256_1008119	Membrane-associated zinc metalloprotease
kb|g.236059.CDS.1647	CDS	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	kb|g.236059	none		2919	1773	-	TBepi.metabat.3256_1008119	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)
kb|g.236059.CDS.1648	CDS		kb|g.236059	;	No annotated function	4511	2927	-	TBepi.metabat.3256_1008119	
kb|g.236059.CDS.1649	CDS	Ribosome recycling factor	kb|g.236059	none		5070	4500	-	TBepi.metabat.3256_1008119	Ribosome recycling factor
kb|g.236059.CDS.1650	CDS	Uridine monophosphate kinase (EC 2.7.4.22)	kb|g.236059	none		5765	5066	-	TBepi.metabat.3256_1008119	Uridine monophosphate kinase (EC 2.7.4.22)
kb|g.236059.CDS.1651	CDS		kb|g.236059	;	No annotated function	5767	5896	+	TBepi.metabat.3256_1008119	
kb|g.236059.CDS.1652	CDS		kb|g.236059	;	No annotated function	298	844	+	TBepi.metabat.3256_1009719	
kb|g.236059.CDS.1653	CDS		kb|g.236059	;	No annotated function	840	2538	+	TBepi.metabat.3256_1009719	
kb|g.236059.CDS.1654	CDS	Chaperone protein DnaJ	kb|g.236059	none		2635	4060	+	TBepi.metabat.3256_1009719	Chaperone protein DnaJ
kb|g.236059.CDS.1655	CDS		kb|g.236059	;	No annotated function	4062	4731	+	TBepi.metabat.3256_1009719	
kb|g.236059.CDS.1656	CDS		kb|g.236059	;	No annotated function	4976	4754	-	TBepi.metabat.3256_1009719	
kb|g.236059.CDS.1657	CDS		kb|g.236059	;	No annotated function	5070	5325	+	TBepi.metabat.3256_1009719	
kb|g.236059.CDS.1658	CDS		kb|g.236059	;	No annotated function	75	636	+	TBepi.metabat.3256_1011467	
kb|g.236059.CDS.1659	CDS		kb|g.236059	;	No annotated function	681	1002	+	TBepi.metabat.3256_1011467	
kb|g.236059.CDS.1660	CDS	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	kb|g.236059	none		1047	3009	+	TBepi.metabat.3256_1011467	Acetyl-coenzyme A synthetase (EC 6.2.1.1)
kb|g.236059.CDS.1661	CDS		kb|g.236059	;	No annotated function	3001	3472	+	TBepi.metabat.3256_1011467	
kb|g.236059.CDS.1662	CDS		kb|g.236059	;	No annotated function	3896	2816	-	TBepi.metabat.3256_1012265	
kb|g.236059.CDS.1663	CDS		kb|g.236059	;	No annotated function	4421	3896	-	TBepi.metabat.3256_1012265	
kb|g.236059.CDS.1664	CDS		kb|g.236059	;	No annotated function	123	669	+	TBepi.metabat.3256_1005350	
kb|g.236059.CDS.1665	CDS	Polyphosphate glucokinase (EC 2.7.1.63)	kb|g.236059	none		643	1393	+	TBepi.metabat.3256_1005350	Polyphosphate glucokinase (EC 2.7.1.63)
kb|g.236059.CDS.1666	CDS	NADH:flavin oxidoreductases, Old Yellow Enzyme family	kb|g.236059	none		2554	1384	-	TBepi.metabat.3256_1005350	NADH:flavin oxidoreductases, Old Yellow Enzyme family
kb|g.236059.CDS.1667	CDS		kb|g.236059	;	No annotated function	2651	3131	+	TBepi.metabat.3256_1005350	
kb|g.236059.CDS.1668	CDS		kb|g.236059	;	No annotated function	4571	3434	-	TBepi.metabat.3256_1005350	
kb|g.236059.CDS.1669	CDS		kb|g.236059	;	No annotated function	4866	4611	-	TBepi.metabat.3256_1005350	
kb|g.236059.CDS.1670	CDS		kb|g.236059	;	No annotated function	5652	5088	-	TBepi.metabat.3256_1005350	
kb|g.236059.CDS.1671	CDS		kb|g.236059	;	No annotated function	5954	6095	+	TBepi.metabat.3256_1005350	
kb|g.236059.CDS.1672	CDS		kb|g.236059	;	No annotated function	6817	6133	-	TBepi.metabat.3256_1005350	
kb|g.236059.CDS.1673	CDS		kb|g.236059	;	No annotated function	7404	6813	-	TBepi.metabat.3256_1005350	
kb|g.236059.CDS.1674	CDS		kb|g.236059	;	No annotated function	7716	7602	-	TBepi.metabat.3256_1005350	
kb|g.236059.CDS.1675	CDS	Inorganic pyrophosphatase (EC 3.6.1.1)	kb|g.236059	none		960	1446	+	TBepi.metabat.3256_1007665	Inorganic pyrophosphatase (EC 3.6.1.1)
kb|g.236059.CDS.1676	CDS	Enoyl-CoA hydratase (EC 4.2.1.17)	kb|g.236059	none		1445	2267	+	TBepi.metabat.3256_1007665	Enoyl-CoA hydratase (EC 4.2.1.17)
kb|g.236059.CDS.1677	CDS		kb|g.236059	;	No annotated function	3381	2268	-	TBepi.metabat.3256_1007665	
kb|g.236059.CDS.1678	CDS		kb|g.236059	;	No annotated function	3458	4706	+	TBepi.metabat.3256_1007665	
kb|g.236059.CDS.1679	CDS	Aquaporin Z	kb|g.236059	none		4857	5604	+	TBepi.metabat.3256_1007665	Aquaporin Z
kb|g.236059.CDS.1680	CDS	tRNA nucleotidyltransferase (EC 2.7.7.21) (EC 2.7.7.25)	kb|g.236059	none		1408	10	-	TBepi.metabat.3256_1000537	tRNA nucleotidyltransferase (EC 2.7.7.21) (EC 2.7.7.25)
kb|g.236059.CDS.1681	CDS		kb|g.236059	;	No annotated function	1461	3471	+	TBepi.metabat.3256_1000537	
kb|g.236059.CDS.1682	CDS		kb|g.236059	;	No annotated function	3463	5191	+	TBepi.metabat.3256_1000537	
kb|g.236059.CDS.1683	CDS		kb|g.236059	;	No annotated function	5253	6093	+	TBepi.metabat.3256_1000537	
kb|g.236059.CDS.1684	CDS		kb|g.236059	;	No annotated function	6119	6446	+	TBepi.metabat.3256_1000537	
kb|g.236059.CDS.1685	CDS	Thioredoxin reductase (EC 1.8.1.9)	kb|g.236059	none		6438	7389	+	TBepi.metabat.3256_1000537	Thioredoxin reductase (EC 1.8.1.9)
kb|g.236059.CDS.1686	CDS		kb|g.236059	;	No annotated function	7400	7775	+	TBepi.metabat.3256_1000537	
kb|g.236059.CDS.1687	CDS		kb|g.236059	;	No annotated function	7771	8755	+	TBepi.metabat.3256_1000537	
kb|g.236059.CDS.1688	CDS	Chromosome (plasmid) partitioning protein ParB	kb|g.236059	none		9807	8889	-	TBepi.metabat.3256_1000537	Chromosome (plasmid) partitioning protein ParB
kb|g.236059.CDS.1689	CDS	Chromosome (plasmid) partitioning protein ParA	kb|g.236059	none		10975	9781	-	TBepi.metabat.3256_1000537	Chromosome (plasmid) partitioning protein ParA
kb|g.236059.CDS.1690	CDS		kb|g.236059	;	No annotated function	11617	12001	+	TBepi.metabat.3256_1000537	
kb|g.236059.CDS.1691	CDS	rRNA small subunit 7-methylguanosine (m7G) methyltransferase GidB	kb|g.236059	none		12673	12016	-	TBepi.metabat.3256_1000537	rRNA small subunit 7-methylguanosine (m7G) methyltransferase GidB
kb|g.236059.CDS.1692	CDS		kb|g.236059	;	No annotated function	13534	12688	-	TBepi.metabat.3256_1000537	
kb|g.236059.CDS.1693	CDS		kb|g.236059	;	No annotated function	14485	13534	-	TBepi.metabat.3256_1000537	
kb|g.236059.CDS.1694	CDS		kb|g.236059	;	No annotated function	14733	14481	-	TBepi.metabat.3256_1000537	
kb|g.236059.CDS.1695	CDS	LSU ribosomal protein L34p	kb|g.236059	none		15223	15088	-	TBepi.metabat.3256_1000537	LSU ribosomal protein L34p
kb|g.236059.CDS.1696	CDS		kb|g.236059	;	No annotated function	14870	14729	-	TBepi.metabat.3256_1000537	
kb|g.236059.CDS.1697	CDS	Chromosomal replication initiator protein DnaA	kb|g.236059	none		15462	16839	+	TBepi.metabat.3256_1000537	Chromosomal replication initiator protein DnaA
kb|g.236059.CDS.1698	CDS	DNA polymerase III beta subunit (EC 2.7.7.7)	kb|g.236059	none		17097	18198	+	TBepi.metabat.3256_1000537	DNA polymerase III beta subunit (EC 2.7.7.7)
